ISBN,Title of the Book,Author/s,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9780547607955,The French Slow Cooker,Michele Scicolone,ePUB,39.59,31.99,547607954,2024-04-16,HarperCollins,240
9780349006895,The Secret Diaries of Miss Anne Lister - Vol.2,Anne Lister,ePUB,9.99,9.99,034900689X,2015-02-24,"Little, Brown Book Group",224
9781405913638,The Revenge of Seven,Pittacus Lore,ePUB,15.99,15.99,1405913630,2014-08-26,Penguin Books Ltd,400
9780241958735,Kingdom of Fear,Hunter S Thompson,ePUB,15.99,15.99,241958733,2011-11-24,Penguin Books Ltd,384
9780755387076,3rd Degree,James Patterson,ePUB,12.99,12.99,755387074,2011-04-28,Headline,283
9780755377824,The Sunrise,Victoria Hislop,ePUB,12.99,12.99,755377826,2014-09-25,Headline,448
9780241361863,Dear Evan Hansen,Val Emmich,ePUB,12.99,12.99,241361869,2018-10-09,Penguin Random House Children's UK,368
9780718196127,The Growing Pains of Adrian Mole,Sue Townsend,ePUB,15.99,15.99,718196120,2012-01-19,Penguin Books Ltd,352
9780141908335,Don Quixote,Miguel Cervantes,ePUB,14.99,14.99,141908335,2003-01-30,Penguin Books Ltd,1056
9780141938264,A Dark-Adapted Eye,Barbara Vine,ePUB,15.99,15.99,141938269,2009-05-07,Penguin Books Ltd,304
9780748124916,Fated,Benedict Jacka,ePUB,11.99,11.99,748124918,2012-03-01,"Little, Brown Book Group",304
9780141914527,Letters from a Stoic,Seneca,ePUB,10.99,10.99,141914521,2004-08-26,Penguin Books Ltd,256
9780141979519,Liberty Bar,Georges Simenon,ePUB,15.99,15.99,141979518,2015-03-05,Penguin Books Ltd,112
9780141900940,Hope,Lesley Pearse,ePUB,15.99,15.99,141900946,2007-01-11,Penguin Books Ltd,688
9781407034843,Small Gods,Terry Pratchett,ePUB,15.99,15.99,1407034847,2008-12-26,Transworld,400
9780463228456,Fast Lane,Kristen Ashley,ePUB,7.36,7.36,463228456,2019-10-15,Kristen Ashley,
9780857076748,Dork Diaries,Rachel Renee Russell,ePUB,9.99,9.99,857076744,2011-12-22,Simon & Schuster UK,288
9780743246392,The Great Gatsby,F. Scott Fitzgerald,ePUB,11.99,11.99,074324639X,2003-05-27,Scribner,165
9780141970745,Stuff Matters,Mark Miodownik,ePUB,15.99,15.99,014197074X,2013-06-06,Penguin Books Ltd,352
9780748112586,The Way Of Shadows,Brent Weeks,ePUB,11.99,11.99,748112588,2009-06-11,"Little, Brown Book Group",688
9780141952000,Making Sense of the Troubles,David McKittrick,ePUB,18.99,18.99,141952008,2001-11-29,Penguin Books Ltd,416
9780141979106,Enlightenment Now,Steven Pinker,ePUB,18.99,18.99,141979100,2018-02-13,Penguin Books Ltd,256
9780755383832,Whispers,Rosie Goodwin,ePUB,11.99,11.99,755383834,2011-11-10,Headline,347
9781101077221,Nancy Drew 21,Carolyn Keene,ePUB,14.66,11.99,1101077220,2000-01-01,Penguin Young Readers Group,192
9780857896766,Rome's Executioner,Robert Fabbri,ePUB,5.99,5.99,857896768,2012-05-01,Corvus,300
9780761148357,The Introvert Advantage,Marti Olsen Laney Psy.D.,ePUB,23.99,23.99,761148353,2002-02-01,Workman Publishing Company,336
9780761163985,The Essential Guide to Getting Your Book Published,Arielle Eckstut,ePUB,23.99,23.99,761163980,2010-11-11,Workman Publishing Company,544
9780141938653,Oh! to be in England,H. E. Bates,ePUB,15.99,15.99,014193865X,2006-11-30,Penguin Books Ltd,128
9780241352533,A Short History of Europe,Simon Jenkins,ePUB,15.99,15.99,241352533,2018-11-08,Penguin Books Ltd,400
9780463456910,Don't Forget Your Crown,Derrick Jaxn,ePUB,14.11,14.11,463456912,2018-10-04,Derrick Jaxn,
9781101533079,Saving Grace,Julie Garwood,ePUB,15.42,12.99,1101533072,2011-06-07,Penguin Publishing Group,1
9780786747429,Getting Past Your Breakup,Susan J. Elliott,ePUB,13.99,13.99,786747420,2009-05-05,Hachette Books,272
9780575088238,The Republic of Thieves,Scott Lynch,ePUB,12.99,12.99,575088230,2013-10-10,Orion,880
9780748113507,Gilead,Marilynne Robinson,ePUB,11.99,11.99,748113509,2009-05-07,"Little, Brown Book Group",288
9781101612323,The Anatomist's Wife,Anna Lee Huber,ePUB,17.14,13.99,1101612320,2012-11-06,Penguin Publishing Group,368
9781405944038,Ambush,Geraint Jones,ePUB,15.99,15.99,140594403X,2019-12-12,Penguin Books Ltd,400
9780141941295,Arnhem,Antony Beevor,ePUB,14.99,14.99,141941294,2018-05-17,Penguin Books Ltd,496
9781405513487,Night Broken,Patricia Briggs,ePUB,11.99,11.99,1405513489,2014-03-11,"Little, Brown Book Group",352
9780786954377,Dragons of Autumn Twilight,Margaret Weis,ePUB,16.12,12.99,078695437X,2010-12-21,Wizards of the Coast Publishing,448
9780857896346,The French House,Nick Alexander,ePUB,5.99,5.99,857896342,2013-04-01,Corvus,300
9780748109289,Book Of The Dead,Patricia Cornwell,ePUB,11.99,11.99,748109285,2008-09-04,"Little, Brown Book Group",400
9780141923086,Villages,John Updike,ePUB,15.99,15.99,141923083,2006-02-23,Penguin Books Ltd,336
9780857202918,Miracle on Regent Street,Ali Harris,ePUB,13.99,13.99,085720291X,2011-10-13,Simon & Schuster UK,496
9780575122796,Dune: The Gateway Collection,Frank Herbert,ePUB,59.99,59.99,057512279X,2012-11-30,Orion,800
9781408851234,The Sixth Extinction,Elizabeth Kolbert,ePUB,15.99,13.99,1408851237,2014-02-13,Bloomsbury Publishing,336
9781108337519,There Is No Planet B,Mike Berners-Lee,PDF,18.95,18.95,1108337511,2019-02-28,Cambridge University Press,0
9781407034393,The Light Fantastic,Terry Pratchett,ePUB,15.99,15.99,1407034391,2009-11-24,Transworld,288
9780141906072,Disobedience,Naomi Alderman,ePUB,15.99,15.99,141906073,2007-04-05,Penguin Books Ltd,288
9781405918664,Day of the Dead,Nicci French,ePUB,15.99,15.99,1405918667,2018-07-12,Penguin Books Ltd,320
9780748111886,Cursor's Fury,Jim Butcher,ePUB,11.99,11.99,748111883,2009-07-02,"Little, Brown Book Group",512
9780751555752,Never Somewhere Else,Alex Gray,ePUB,12.99,12.99,751555754,2013-10-31,"Little, Brown Book Group",320
9780755387144,Four Blind Mice,James Patterson,ePUB,12.99,12.99,755387147,2011-06-23,Headline,330
9780241974933,Paradise Lodge,Nina Stibbe,ePUB,15.99,15.99,241974933,2016-06-02,Penguin Books Ltd,320
9781311117090,Mageborn,Michael G. Manning,ePUB,9,9,1311117091,2015-05-14,Michael G. Manning,
9781407054735,The Killing Place,Tess Gerritsen,ePUB,15.99,15.99,1407054732,2010-06-24,Transworld,448
9780571348404,A Good Enough Mother,Bev Thomas,ePUB,13.19,11.99,571348408,2019-03-07,Faber & Faber,336
9780575119574,I Am Legend,Richard Matheson,ePUB,9.99,9.99,575119578,2011-09-01,Orion,176
9780241303900,Maigret and the Old People,Georges Simenon,ePUB,15.99,15.99,241303907,2018-06-07,Penguin Books Ltd,160
9781101965375,Age of Swords,Michael J. Sullivan,ePUB,14.66,11.99,1101965371,2017-07-25,Random House Worlds,
9780356509303,Sins of Empire,Brian McClellan,ePUB,12.99,12.99,356509303,2017-03-07,"Little, Brown Book Group",640
9780399182112,Wanderers,Chuck Wendig,ePUB,23.99,19.99,039918211X,2019-07-02,Random House Worlds,
9780717155651,Strumpet City,James Plunkett,ePUB,8.99,8.99,071715565X,2013-02-22,Gill Books,560
9780141919263,Periodic Tales,Hugh Aldersey-Williams,ePUB,15.99,15.99,141919264,2011-02-03,Penguin Books Ltd,448
9780141902258,The Missing,Chris Mooney,ePUB,15.99,15.99,141902256,2007-05-03,Penguin Books Ltd,416
9780571321834,Zed,Joanna Kavenna,ePUB,13.19,11.99,571321836,2019-07-02,Faber & Faber,288
9780753529065,The Tutor,Portia Da Costa,ePUB,14.99,14.99,753529068,2010-09-30,Ebury Publishing,320
9780544465619,Curious George Haunted Halloween,H. A. Rey,ePUB,2.99,2.99,054446561X,2014-06-17,HarperCollins,24
9780544145979,Ghost Fleet,P. W. Singer,ePUB,9.99,9.99,544145976,2015-06-30,HarperCollins,368
9780241355237,The Uninhabitable Earth,David Wallace-Wells,ePUB,15.99,15.99,241355230,2019-02-19,Penguin Books Ltd,208
9780141927374,Red Sky at Sunrise,Laurie Lee,ePUB,18.99,18.99,141927372,2000-01-01,Penguin Books Ltd,544
9781405918800,Grown Ups,Marian Keyes,ePUB,15.99,15.99,1405918802,2020-02-06,Penguin Books Ltd,656
9780141902807,The Darling Buds of May,H. E. Bates,ePUB,15.99,15.99,141902809,2006-11-30,Penguin Books Ltd,144
9780241404300,Don't Be Evil,Rana Foroohar,ePUB,16.99,16.99,241404304,2019-11-07,Penguin Books Ltd,256
9780575097438,Words of Radiance,Brandon Sanderson,ePUB,15.99,15.99,575097434,2014-03-06,Orion,1088
9780465028252,The Rape of Nanking,Iris Chang,ePUB,13.99,13.99,046502825X,2014-03-11,Basic Books,360
9780316448284,"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 1",Kisetsu Morita,ePUB,17.6,16.99,316448281,2018-04-24,Yen Press,
9780755120130,Last Things,C.P. Snow,ePUB,10.99,9.99,755120132,2015-10-01,House of Stratus,394
9780007369409,"Dark Justice (Sean Dillon Series, Book 12)",Jack Higgins,ePUB,10.99,10.99,7369409,2011-06-14,HarperCollins Publishers,416
9780141960654,The Templar's Code,Chloe M. Palov,ePUB,15.99,15.99,141960655,2010-10-28,Penguin Books Ltd,528
9781405515979,Flesh Wounds,Chris Brookmyre,ePUB,12.99,12.99,140551597X,2013-08-01,"Little, Brown Book Group",416
9780241327746,After the Party,Cressida Connolly,ePUB,15.99,15.99,241327741,2018-06-07,Penguin Books Ltd,304
9780748120024,Task Force Black,Mark Urban,ePUB,12.99,12.99,748120025,2010-02-18,"Little, Brown Book Group",352
9780241985557,"Olive, Again",Elizabeth Strout,ePUB,15.99,15.99,241985552,2019-10-31,Penguin Books Ltd,272
9780307808028,She,H. Rider Haggard,ePUB,6.99,6.99,307808025,2011-11-30,Random House Publishing Group,
9780241963913,Mr Loverman,Bernardine Evaristo,ePUB,15.99,15.99,241963915,2013-08-29,Penguin Books Ltd,288
9780061981746,A Lion Among Men,Gregory Maguire,ePUB,10.99,10.99,61981745,2009-10-06,HarperCollins,400
9780544029569,Those Darn Squirrels!,Adam Rubin,ePUB,14.29,11.99,544029569,2024-02-27,HarperCollins,32
9780345534460,The Garden of Happy Endings,Barbara O'Neal,ePUB,11.99,10.99,345534468,2012-04-17,Random House Publishing Group,
9781393148548,Bullied,Vera Hollins,ePUB,4.29,4.29,1393148549,2019-08-27,?Vera Hollins,
9781405927642,Odessa Sea,Clive Cussler,ePUB,15.99,15.99,140592764X,2016-11-17,Penguin Books Ltd,480
9781407016597,A Mercy,Toni Morrison,ePUB,15.99,15.99,1407016598,2010-01-26,Random House,176
9780241959510,Helga's Diary,Helga Weiss,ePUB,15.99,15.99,241959519,2013-02-14,Penguin Books Ltd,240
9781405529631,The Secret History,Donna Tartt,ePUB,11.99,11.99,1405529636,2013-05-02,"Little, Brown Book Group",544
9780751565058,Beneath a Burning Sky,Jenny Ashcroft,ePUB,11.99,11.99,751565059,2016-11-29,"Little, Brown Book Group",416
9780761187141,The Useful Book,David Bowers,ePUB,23.99,23.99,761187146,2016-06-14,Workman Publishing Company,448
9780141974675,Mary Barton,Elizabeth Gaskell,ePUB,10.99,10.99,141974672,2012-08-30,Penguin Books Ltd,512
9780307514929,The Bridge at Remagen,Ken Hechler,ePUB,14.66,11.99,307514927,2009-03-25,Random House Publishing Group,
9780241961544,Survivor,Lesley Pearse,ePUB,15.99,15.99,241961548,2014-02-13,Penguin Books Ltd,544
9780748113293,Cat's Eye,Margaret Atwood,ePUB,11.99,11.99,748113290,2009-09-03,"Little, Brown Book Group",432
9780857208958,Manson,Jeff Guinn,ePUB,13.99,13.99,857208950,2013-08-06,Simon & Schuster UK,512
9780748121762,Glory in Death,J.D. Robb,ePUB,11.99,11.99,748121765,2010-10-07,"Little, Brown Book Group",336
9780812986242,The Source,James A. Michener,ePUB,5.99,5.99,812986245,2013-11-26,Random House Publishing Group,
9780702069918,Macleod's Clinical Examination,J Alastair Innes,ePUB,73.95,73.95,702069914,2018-03-09,Elsevier Limited (UK),0
9781101200407,Shepherds Abiding,Jan Karon,ePUB,20.57,16.99,1101200405,2004-09-28,Penguin Publishing Group,304
9780571338764,Milkman,Anna Burns,ePUB,16.49,14.99,571338763,2018-05-15,Faber & Faber,352
9780241322499,A Perfect Spy,John le CarrÃ©,ePUB,15.99,15.99,241322499,2018-09-27,Penguin Books Ltd,688
9780345454300,A Spell for Chameleon,Piers Anthony,ePUB,6.99,6.99,345454308,2002-03-26,Random House Worlds,
9780755394586,Husbands,Adele Parks,ePUB,11.99,11.99,755394585,2012-03-29,Headline,368
9780141190693,Vile Bodies,Evelyn Waugh,ePUB,15.99,15.99,141190698,2012-05-31,Penguin Books Ltd,256
9780241985854,The School of Life,Alain de Botton,ePUB,16.99,16.99,241985854,2019-09-05,Penguin Books Ltd,240
9780241962121,The Course of Love,Alain de Botton,ePUB,15.99,15.99,241962129,2016-04-28,Penguin Books Ltd,256
9780141929873,James and the Giant Peach,Roald Dahl,ePUB,9.99,9.99,141929871,2007-09-06,Penguin Random House Children's UK,160
9780141976105,Nudge,Richard H. Thaler,ePUB,16.99,16.99,141976101,2012-10-04,Penguin Books Ltd,320
9780141910048,The Rotters' Club,Jonathan Coe,ePUB,15.99,15.99,141910046,2008-05-28,Penguin Books Ltd,416
9781405525961,Blood Song,Anthony Ryan,ePUB,12.99,12.99,1405525967,2013-04-11,"Little, Brown Book Group",592
9780988443112,Why Do I Do That? Psychological Defense Mechanisms and the Hidden Ways They Shape Our Lives,Joseph Burgo,ePUB,14.36,14.36,988443112,2016-05-09,Joseph Burgo,
9780241985120,All the Rage,Cara Hunter,ePUB,15.99,15.99,241985129,2019-12-19,Penguin Books Ltd,416
9780241318386,Winning Not Fighting,John Vincent,ePUB,18.99,18.99,241318386,2019-11-07,Penguin Books Ltd,256
9780575105843,The Alloy of Law,Brandon Sanderson,ePUB,12.99,12.99,575105844,2011-11-10,Orion,336
9780748113354,Oryx And Crake,Margaret Atwood,ePUB,12.99,12.99,748113355,2009-09-03,"Little, Brown Book Group",448
9780241382929,Lessons in Stoicism,John Sellars,ePUB,14.99,14.99,241382920,2019-09-05,Penguin Books Ltd,96
9780755350858,The Eagle and the Wolves (Eagles of the Empire 4),Simon Scarrow,ePUB,12.99,12.99,755350855,2008-09-04,Headline,448
9780241979723,The Infinite Game,Simon Sinek,ePUB,19.99,19.99,241979722,2019-10-15,Penguin Books Ltd,256
9781405932264,Veg,Jamie Oliver,ePUB,21.99,21.99,1405932260,2019-08-22,Penguin Books Ltd,288
9781101609798,Who Buries the Dead,C. S. Harris,ePUB,11.72,10.99,1101609796,2015-03-03,Penguin Publishing Group,352
9780857076755,Dork Diaries,Rachel Renee Russell,ePUB,9.99,9.99,857076752,2011-12-22,Simon & Schuster UK,288
9780748110001,Excession,Iain M. Banks,ePUB,12.99,12.99,748110003,2008-09-04,"Little, Brown Book Group",464
9780241981320,Middle England,Jonathan Coe,ePUB,15.99,15.99,241981328,2018-11-08,Penguin Books Ltd,368
9780857868770,The Humans,Matt Haig,ePUB,21.08,16.99,857868772,2013-05-09,Canongate Books,304
9780141974965,Lovers and Strangers,Clair Wills,ePUB,15.99,15.99,141974966,2017-08-31,Penguin Books Ltd,240
9780748115402,A Crown Of Swords,Robert Jordan,ePUB,12.99,12.99,748115404,2010-04-20,"Little, Brown Book Group",784
9780241317952,The Stress Solution,Dr Rangan Chatterjee,ePUB,19.99,19.99,241317959,2018-12-27,Penguin Books Ltd,272
9780141952055,Scoundrel,Bernard Cornwell,ePUB,15.99,15.99,141952059,2006-11-02,Penguin Books Ltd,320
9780755379958,Neverwhere,Neil Gaiman,ePUB,11.99,11.99,755379950,2010-11-11,Headline,271
9781408841068,Close Call,Stella Rimington,ePUB,17.58,14.99,1408841061,2014-07-03,Bloomsbury Publishing,352
9780748116577,Dead Beat,Jim Butcher,ePUB,12.99,12.99,748116575,2010-03-04,"Little, Brown Book Group",512
9780141369839,First Class Murder,Robin Stevens,ePUB,9.99,9.99,141369833,2016-02-25,Penguin Random House Children's UK,336
9780748109593,The Burning Girl,Mark Billingham,ePUB,12.99,12.99,748109595,2008-09-04,"Little, Brown Book Group",448
9780761189633,Younger Next Year: The Exercise Program,Chris Crowley,ePUB,19.99,19.99,761189637,2015-12-15,Workman Publishing Company,176
9780718197292,Brothers York,Thomas Penn,ePUB,19.99,19.99,718197291,2019-10-03,Penguin Books Ltd,640
9780241283936,The Little Book of Hygge,Meik Wiking,ePUB,15.99,15.99,241283930,2016-09-01,Penguin Books Ltd,288
9780141914176,The Myth of Sisyphus,Albert Camus,ePUB,15.99,15.99,141914173,2013-10-31,Penguin Books Ltd,208
9780755350742,Broken,Martina Cole,ePUB,11.99,11.99,075535074X,2005-10-06,Headline,300
9780748108596,Bitten,Kelley Armstrong,ePUB,11.99,11.99,748108599,2008-09-04,"Little, Brown Book Group",464
9780547859095,Five Little Monkeys Trick-or-Treat,Eileen Christelow,ePUB,4.99,4.99,547859090,2013-08-13,HarperCollins,
9780141962900,The Secret Diary of Adrian Mole Aged 13 Â¾,Sue Townsend,ePUB,9.99,9.99,141962909,2009-11-05,Penguin Random House Children's UK,272
9780141972244,Call for the Dead,John le CarrÃ©,ePUB,15.99,15.99,141972246,2011-11-03,Penguin Books Ltd,160
9781405933131,Tell Me a Secret,Jane Fallon,ePUB,15.99,15.99,1405933135,2019-01-10,Penguin Books Ltd,448
9780755379927,American Gods,Neil Gaiman,ePUB,12.99,12.99,755379926,2011-11-10,Headline,521
9780241983218,The Silence of the Girls,Pat Barker,ePUB,15.99,15.99,241983215,2018-08-30,Penguin Books Ltd,368
9780141902142,The Heart of the Dales,Gervase Phinn,ePUB,14.99,14.99,141902140,2008-06-26,Penguin Books Ltd,400
9781448151523,Shadow Hunter,Geoffrey Archer,ePUB,15.99,15.99,144815152X,2012-08-17,Random House,320
9781101155646,The Girl On Legare Street,Karen White,ePUB,10.27,9.99,1101155647,2009-11-03,Penguin Publishing Group,
9780241970225,Why You?,James Reed,ePUB,16.99,16.99,241970229,2015-01-01,Penguin Books Ltd,272
9780748126743,The Merchant's House,Kate Ellis,ePUB,12.99,12.99,748126740,2011-01-20,"Little, Brown Book Group",256
9780141910680,Trust Me,Lesley Pearse,ePUB,15.99,15.99,141910682,2006-06-29,Penguin Books Ltd,720
9780755380022,Stardust,Neil Gaiman,ePUB,12.99,12.99,755380029,2010-09-30,Headline,300
9780755387168,Judge and Jury,James Patterson,ePUB,12.99,12.99,755387163,2011-04-28,Headline,330
9780141919683,The Art of War,Sun-tzu,ePUB,10.99,10.99,014191968X,2008-05-29,Penguin Books Ltd,112
9781407070711,The Jeeves Omnibus - Vol 1,P G Wodehouse,ePUB,17.99,17.99,1407070711,2012-02-29,Random House,592
9781407034508,Mort,Terry Pratchett,ePUB,15.99,15.99,1407034502,2009-05-27,Transworld,320
9780141971803,This Changes Everything,Naomi Klein,ePUB,16.99,16.99,141971800,2014-09-16,Penguin Books Ltd,352
9780753552049,The Spider Network,David Enrich,ePUB,18.99,18.99,753552043,2017-03-23,Ebury Publishing,496
9781119209614,The Ideal Team Player,Patrick M. Lencioni,ePUB,29.99,29.99,1119209617,2016-05-13,Wiley,240
9780748122981,Abaddon's Gate,James S. A. Corey,ePUB,12.99,12.99,748122982,2013-06-04,"Little, Brown Book Group",560
9780857191410,How I Made $2 Million in the Stock Market,Nicolas Darvas,ePUB,21.99,20.99,857191411,2020-03-27,Harriman House,198
9780748122974,Caliban's War,James S. A. Corey,ePUB,11.99,11.99,748122974,2012-06-07,"Little, Brown Book Group",448
9780356504209,Strange Dogs,James S. A. Corey,ePUB,2.99,2.99,356504204,2017-07-18,"Little, Brown Book Group",112
9780141339238,The Blood of Olympus (Heroes of Olympus Book 5),Rick Riordan,ePUB,12.99,12.99,141339233,2014-10-07,Penguin Random House Children's UK,608
9780575086227,The First Law Trilogy Boxed Set,Joe Abercrombie,ePUB,21.99,21.99,057508622X,2012-08-30,Orion,1600
9781405909068,The One Plus One,Jojo Moyes,ePUB,15.99,15.99,1405909064,2014-02-27,Penguin Books Ltd,448
9780141969190,The Girl You Left Behind,Jojo Moyes,ePUB,15.99,15.99,141969199,2012-09-27,Penguin Books Ltd,544
9780385374675,Monster Trucks!,Michael J Doolittle,ePUB,8.79,7.99,385374674,2013-07-31,Random House Children's Books,
9780575097933,Do Androids Dream Of Electric Sheep?,Philip K Dick,ePUB,9.99,9.99,575097930,2010-04-01,Orion,208
9780575132498,Broken Homes,Ben Aaronovitch,ePUB,12.99,12.99,575132493,2013-07-25,Orion,320
9780748133833,The Summer Queen,Elizabeth Chadwick,ePUB,12.99,12.99,748133836,2013-06-20,"Little, Brown Book Group",496
9781405518055,Jamaica Inn,Daphne du Maurier,ePUB,12.99,12.99,1405518057,2012-06-07,"Little, Brown Book Group",320
9781407070216,Tripwire,Lee Child,ePUB,16.99,16.99,1407070215,2008-09-04,Transworld,560
9780984358113,The Millionaire Fastlane,MJ DeMarco,ePUB,7.99,7.99,984358110,2012-03-18,Viperion Publishing,336
9780748116997,The Broken Eye,Brent Weeks,ePUB,12.99,12.99,748116990,2014-08-26,"Little, Brown Book Group",816
9780748116102,Death Masks,Jim Butcher,ePUB,12.99,12.99,748116109,2010-03-04,"Little, Brown Book Group",416
9780061980244,The Pact,Jodi Picoult,ePUB,12.99,11.99,61980242,2009-10-06,HarperCollins,512
9780141355177,First Prize for the Worst Witch,Jill Murphy,ePUB,9.99,9.99,141355174,2018-09-06,Penguin Random House Children's UK,208
9780753545195,The Volunteer,Jack Fairweather,ePUB,18.99,18.99,753545195,2019-06-27,Ebury Publishing,528
9780575123151,Eric,Terry Pratchett,ePUB,11.99,11.99,057512315X,2012-12-20,Orion,160
9781405512176,Fred & Rose,Howard Sounes,ePUB,11.99,11.99,1405512172,2011-09-05,"Little, Brown Book Group",384
9780241349038,Chernobyl,Serhii Plokhy,ePUB,15.99,15.99,241349036,2018-05-15,Penguin Books Ltd,256
9780007287154,Cut,Cathy Glass,ePUB,12.99,12.99,7287151,2009-01-19,HarperCollins Publishers,320
9781407034904,Men At Arms,Terry Pratchett,ePUB,15.99,15.99,1407034901,2008-12-16,Transworld,432
9781370046782,Hellion,Karen Lynch,ePUB,6.87,6.87,1370046782,2019-01-08,Karen Lynch,
9781328710376,Betty Crocker Lost Recipes,Betty Crocker,ePUB,10.99,10.99,1328710378,2017-10-10,HarperCollins,240
9781405527231,The Chain Of Curiosity,Sandi Toksvig,ePUB,12.99,12.99,1405527234,2013-01-24,"Little, Brown Book Group",320
9780544759213,Glow,W. H. Beck,ePUB,11.99,11.99,544759214,2015-12-15,HarperCollins,32
9780141916224,One-hit Wonder,Lisa Jewell,ePUB,15.99,15.99,141916222,2001-09-27,Penguin Books Ltd,464
9780755350711,The Ladykiller,Martina Cole,ePUB,11.99,11.99,755350715,2009-12-10,Headline,300
9780857207296,How to Win Friends and Influence People in the Digital Age,Dale Carnegie Training,ePUB,12.99,12.99,857207296,2011-09-29,Simon & Schuster UK,272
9781409021308,Paddy Clarke Ha Ha Ha,Roddy Doyle,ePUB,15.99,15.99,1409021300,2010-02-23,Random House,288
9780141924991,Till We Meet Again,Lesley Pearse,ePUB,15.99,15.99,141924993,2006-07-27,Penguin Books Ltd,512
9780141908762,A New Earth,Eckhart Tolle,ePUB,4.99,4.99,141908769,2009-01-01,Penguin Books Ltd,336
9780755396528,The Other Daughter,Lisa Gardner,ePUB,11.99,11.99,755396529,2012-07-05,Headline,328
9780141906430,Regeneration,Pat Barker,ePUB,15.99,15.99,014190643X,2008-05-01,Penguin Books Ltd,256
9780141040035,Vince and Joy,Lisa Jewell,ePUB,15.99,15.99,141040033,2005-08-04,Penguin Books Ltd,512
9780141353975,Katy,Jacqueline Wilson,ePUB,9.99,9.99,014135397X,2015-07-30,Penguin Random House Children's UK,320
9780307887290,Our Man in Charleston,Christopher Dickey,ePUB,25.7,20.99,307887294,2015-07-21,Crown,
9780753548035,My Kitchen Table,Gizzi Erskine,ePUB,14.99,14.99,753548038,2012-01-05,Ebury Publishing,208
9780463655368,Marius' Mules XII,S.J.A. Turney,ePUB,7.56,7.56,463655362,2019-07-04,S.J.A. Turney,
9781393711339,Girl in Luv,Jay Crownover,ePUB,4.99,4.99,1393711332,2019-10-20,?Jay Crownover,
9780785170624,Hulk,Greg Pak,ePUB,36.66,29.99,785170626,2014-07-30,Marvel Entertainment,
9780748109500,Postmortem,Patricia Cornwell,ePUB,12.99,12.99,748109501,2008-09-04,"Little, Brown Book Group",416
9780767922968,5 People Who Died During Sex,Karl Shaw,ePUB,8.55,7.99,767922964,2007-02-13,Crown,
9780544539211,Mustache Baby Meets His Match,Bridget Heos,ePUB,11.99,11.99,544539214,2015-03-03,HarperCollins,
9780857899767,False God of Rome,Robert Fabbri,ePUB,7.49,6.99,857899767,2013-01-01,Corvus,300
9780241376935,One Of Us Is Next,Karen M. McManus,ePUB,9.99,9.99,241376939,2020-01-09,Penguin Random House Children's UK,308
9780393634563,The Odyssey,Homer,ePUB,62.65,50.99,393634566,2017-11-07,W. W. Norton & Company,656
9781405917902,Wish You Were Here,Catherine Alliott,ePUB,15.99,15.99,1405917903,2015-02-26,Penguin Books Ltd,416
9781405520607,The Handsome Man's De Luxe Cafe,Alexander McCall Smith,ePUB,11.99,11.99,1405520604,2014-09-18,"Little, Brown Book Group",256
9781101533512,The Secret,Julie Garwood,ePUB,15.42,12.99,110153351X,2011-07-05,Penguin Publishing Group,1
9780544303249,$2.00 A Day,Kathryn J. Edin,ePUB,26.99,26.99,544303245,2015-09-01,HarperCollins,288
9780748113347,The Blind Assassin,Margaret Atwood,ePUB,11.99,11.99,748113347,2009-09-03,"Little, Brown Book Group",656
9780755389940,Watch Your Back (The Baltimore Series Book 4),Karen Rose,ePUB,11.99,11.99,755389948,2013-11-07,Headline,544
9781311339607,100+ Knock Knock Jokes for Kids,Johnny B. Laughing,ePUB,1.57,1.57,1311339604,2015-10-06,Hey Sup Bye Publishing,
9780804151429,Alaska,James A. Michener,ePUB,27.42,21.99,804151423,2013-12-17,Random House Publishing Group,
9780141963624,The Spy Who Came in from the Cold,John le CarrÃ©,ePUB,15.99,15.99,014196362X,2011-02-24,Penguin Books Ltd,272
9780575087873,Last Argument Of Kings,Joe Abercrombie,ePUB,12.99,12.99,575087870,2009-06-18,Orion,544
9780241388457,Crossfire,Malorie Blackman,ePUB,14.99,14.99,241388457,2019-08-08,Penguin Random House Children's UK,496
9780755351879,Solo,Jill Mansell,ePUB,11.99,11.99,755351878,2008-02-10,Headline,300
9781302402228,Ms. Marvel Vol. 1,G. Willow Wilson,ePUB,13.19,10.99,1302402226,2019-03-13,Marvel Entertainment,
9780241966167,Monty,Spike Milligan,ePUB,14.99,14.99,241966167,2012-12-13,Penguin Books Ltd,128
9780755373277,The Hand That First Held Mine,Maggie O'Farrell,ePUB,11.99,11.99,755373278,2010-04-29,Headline,352
9780241303566,The 4 Pillar Plan,Dr Rangan Chatterjee,ePUB,19.99,19.99,241303567,2017-12-28,Penguin Books Ltd,272
9781405923552,Unnatural Causes,Dr Richard Shepherd,ePUB,14.99,14.99,1405923555,2018-09-20,Penguin Books Ltd,400
9780748109586,The Body Farm,Patricia Cornwell,ePUB,11.99,11.99,748109587,2008-09-04,"Little, Brown Book Group",400
9781101607626,Blood Trade,Faith Hunter,ePUB,11.72,10.99,1101607629,2013-04-02,Penguin Publishing Group,336
9780755350735,The Jump,Martina Cole,ePUB,11.99,11.99,755350731,2008-09-04,Headline,672
